"ID","answered_all","Duration..in.seconds.","RecordedDate","UserLanguage","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_isolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","born_92","experience_war","experience_war_TXT","war_injury","loss_during_war","time_spent_in_war","time_spent_in_war_TXT","Scale_UCLA_TRI_1","Scale_UCLA_TRI_2","Scale_UCLA_TRI_3","Scale_UCLA_TRI_4","PS_PTSD_1","PS_PTSD_2","PS_PTSD_3","PS_PTSD_4","PS_PTSD_5","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","PSS10_avg","SLON3_avg","neu","ext","ope","agr","con","SPS_avg","Scale_UCLA_TRI_avg"
"125239","No","370","2020-03-27 11:57:16","DA","64","Female","Some College, short continuing education or equivalent","Up to 9 years of school","Retired","Denmark","yes","Viborg","Married/cohabiting","0","Not sure","Isolated","NA","NA","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","3","3","4","1","3","3","3","1","3","4","1","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.9","3.333333","NA","NA","NA","NA","NA","NA","NA"
"125240","No","4730","2020-03-26 13:09:27","DA","25","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Frederiksberg Kommune","Other or would rather not say","0","NA","Life carries on with minor changes","1","0","NA","� If Program C is adopted 400 people will die.","No","2","1","5","3","3","5","2","3","4","4","4","2","4","7","10","7","10","7","10","10","7","6","5","5","6","6","7","6","5","6","6","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","4","4","5","3","2","6","6","4","3","5","3","4","3","6","99","99","6","99","6","1","99","99","99","6","4","4","1","1","1","1","6","6","6","5","1","6","6","NA","6","6","6","6","6","4","6","6","3","6","2","6","6","3","3","5","5","5","5","6","2","2","1","6","1","2","NA","6","2","2","2","2","1","Jeg er nyuddannet og min kontrakt pa mit nuvarende arbejde stopper d. 31. marts. Derudover flytter jeg her d. 1. april hvilket har gjort nedpakning og flytning besvarligt pga. corona,","3.4","3.333333","3.333333","4.333333","4.666667","3.666667","3","5.5","NA"
"125241","No","1309","2020-03-27 12:12:28","DA","60","Female","Up to 12 years of school","Up to 9 years of school","Full time employed","Denmark","yes","Randers","Divorced/widowed","0","Yes","Life carries on with minor changes","NA","NA","NA","� If Program C is adopted 400 people will die.","No","2","1","3","5","1","1","4","4","2","2","3","4","5","7","9","9","10","10","10","6","9","3","3","3","5","6","8","6","6","5","5","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","2","6","3","5","3","4","4","6","5","1","5","5","4","6","NA","5","4","99","NA","6","NA","NA","99","NA","4","5","5","NA","99","NA","NA","5","NA","NA","99","1","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","4","3","4","4.666667","2.666667","4.666667","NA","NA"
"125242","No","1106","2020-03-26 12:08:23","DA","44","Female","Up to 12 years of school","Some College or equivalent","Retired","Denmark","yes","Thisted","Single","0","NA","Life carries on with minor changes","0","0","� If Program A is adopted, 200 people will be saved.","NA","No","2","2","2","5","3","2","4","5","1","1","3","1","3","7","9","9","9","9","9","10","9","1","4","2","4","4","5","6","5","5","2","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","2","4","3","4","2","4","4","3","4","5","3","2","4","99","99","5","99","99","4","99","99","99","4","1","4","1","4","99","2","99","3","5","4","1","1","5","99","NA","6","4","4","4","4","4","5","4","4","5","5","5","5","1","1","6","1","1","6","5","1","5","1","6","1","5","NA","5","5","5","2","4","5","Da jeg er hjemmegaende fortidspensionist med begranset socialaktivit til daglig, for corona, har mit liv andret sig meget lidt.","1.7","2.333333","5.333333","3.333333","3.333333","4.333333","4","4.4","NA"
"125243","No","911","2020-03-26 12:04:42","DA","66","Male","Some College, short continuing education or equivalent","Some College or equivalent","Retired","Denmark","yes","Kobenhavn","Married/cohabiting","0","NA","Life carries on with minor changes","1","0","� If Program A is adopted, 200 people will be saved.","NA","Yes","2","3","2","5","4","1","5","4","3","1","1","1","3","9","10","9","8","9","9","7","10","4","5","4","5","5","5","5","6","6","3","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","5","5","5","2","4","6","5","2","4","5","5","2","5","99","99","2","5","2","5","2","2","99","5","4","4","2","5","99","2","2","2","4","5","2","2","5","5","NA","6","5","6","6","5","6","5","6","5","6","5","5","5","6","6","6","3","3","5","6","5","6","5","5","4","6","NA","5","5","5","6","5","5","NA","1.8","1.666667","2.666667","5","5","4.666667","5","5.6","NA"
"125244","No","924","2020-03-26 12:04:24","DA","47","Female","Up to 12 years of school","Up to 9 years of school","Part time employed","Denmark","yes","Hvidovre","Married/cohabiting","2","NA","Isolated","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","2","1","3","5","5","2","4","4","1","2","1","1","1","8","10","8","10","10","8","8","10","4","5","5","6","6","5","6","6","6","1","5","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","3","5","4","6","6","6","6","6","2","5","5","3","5","4","5","2","2","2","5","1","1","1","2","6","2","6","5","5","1","1","1","1","2","4","1","1","1","1","NA","6","4","4","5","5","5","4","5","5","6","6","2","4","1","1","4","4","1","6","2","2","6","1","6","4","6","NA","4","6","6","2","6","1","NA","1.7","1","3","3.666667","6","5","3","4.9","NA"
"125245","No","2689","2020-03-26 12:32:59","DA","51","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","no","Esbjerg","Married/cohabiting","0","NA","Life carries on with minor changes","1","0","� If Program A is adopted, 200 people will be saved.","NA","Not sure","4","2","4","3","2","4","3","2","3","3","4","2","3","5","9","6","7","8","6","9","7","5","6","4","4","4","6","6","5","6","3","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","5","2","5","5","5","6","6","2","2","5","4","4","5","6","6","6","6","4","3","99","6","99","6","4","5","6","6","6","4","3","5","5","4","3","2","6","6","NA","4","4","4","5","4","5","5","5","2","4","4","4","5","4","3","4","5","2","4","5","3","4","2","5","4","5","NA","4","3","4","2","4","2","NA","3.4","3","4","3","5.666667","4","4","4.2","NA"
"125246","No","712","2020-03-26 11:59:58","DA","33","Female","Up to 12 years of school","Up to 12 years of school","Student","Denmark","no","Kolding","Married/cohabiting","0","NA","Life carries on with minor changes","1","0","NA","� If Program C is adopted 400 people will die.","Yes","5","4","5","3","3","5","2","4","3","3","1","1","1","0","4","6","4","10","9","10","6","6","6","6","6","6","0","6","6","6","1","1","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","2","6","5","6","4","6","6","2","5","5","3","6","4","4","99","99","99","99","99","1","6","1","4","5","6","6","99","5","4","6","99","5","99","4","6","4","1","NA","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","3","6","6","6","6","1","6","NA","NA","NA","NA","NA","6","NA","NA","3.7","1","5.666667","4","5.333333","5","2.666667","5.8","NA"
"125247","No","471","2020-03-27 11:56:08","DA","43","Female","Up to 12 years of school","Up to 12 years of school","Full time employed","Denmark","yes","Aarhus","Married/cohabiting","NA","NA","Life carries on with minor changes","0","0","NA","� If Program C is adopted 400 people will die.","No","1","1","1","4","4","3","4","4","2","1","2","1","2","6","9","8","10","10","10","8","10","3","2","2","5","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.7","1.666667","NA","NA","NA","NA","NA","NA","NA"
"125248","No","359","2020-03-27 11:53:43","DA","34","Female","Uninformative response","College degree","Retired","Denmark","yes","Gladsaxe","Single","0","NA","Isolated","0","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125249","No","578","2020-03-26 11:56:42","DA","32","Male","College degree, bachelor, master","Up to 12 years of school","Student","Denmark","yes","Aalborg","Single","0","No","Isolated","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","1","4","5","4","2","4","4","1","1","4","4","4","5","5","9","4","8","5","7","10","5","4","5","6","3","5","7","4","5","NA","6","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","6","4","1","2","6","4","6","1","5","6","6","5","4","4","5","5","99","6","5","1","1","99","99","5","6","4","5","5","4","3","2","6","5","2","1","3","6","4","NA","4","2","5","5","3","4","5","4","3","6","1","NA","6","4","4","6","6","4","6","2","4","1","5","5","1","1","NA","4","4","4","2","2","2","NA","3.2","4.333333","4.666667","1.333333","3.666667","4.666667","4","4.1","NA"
"125250","No","416","2020-03-27 11:53:58","DA","47","Male","Up to 9 years of school","Up to 12 years of school","Retired","Denmark","yes","Randers","Single","0","NA","Life carries on with minor changes","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125251","No","403","2020-03-27 11:53:22","DA","38","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Aalborg","Married/cohabiting","3","NA","Life carries on with minor changes","5","3","� If Program A is adopted, 200 people will be saved.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125252","No","425","2020-03-27 11:53:33","DA","43","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Frederiksberg","Married/cohabiting","0","NA","Isolated","2","0","� If Program A is adopted, 200 people will be saved.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125253","Yes","791","2020-03-26 11:58:11","DA","33","Male","Up to 12 years of school","Up to 9 years of school","Not employed","Denmark","yes","NA","Married/cohabiting","3","Yes","Isolated","1","2","� If Program A is adopted, 200 people will be saved.","NA","Not sure","3","3","3","3","3","3","2","3","3","4","4","4","4","5","7","4","6","6","8","9","7","3","3","3","3","3","5","5","4","5","4","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","6","5","4","4","6","5","6","6","1","4","4","4","4","99","99","5","4","99","1","1","5","4","4","99","4","2","2","99","3","99","5","4","1","3","99","99","1","NA","4","4","2","2","2","4","3","4","4","2","3","1","1","1","1","3","4","4","5","2","2","4","1","5","1","3","NA","4","1","1","1","1","1","NA","3.2","4","3.333333","4","5.666667","2","3.666667","3.1","NA"
"125254","No","921","2020-03-26 12:00:13","DA","43","Male","Up to 9 years of school","Up to 9 years of school","Retired","Denmark","yes","Esbjerg","Single","0","NA","Life carries on with minor changes","0","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","2","4","2","3","4","4","3","4","4","4","2","4","4","8","3","5","3","7","8","1","4","5","5","6","6","0","5","6","5","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","3","1","3","5","4","5","6","4","2","5","3","1","5","99","99","99","99","99","4","99","99","99","5","5","5","5","5","99","2","4","5","3","99","3","3","6","99","NA","5","5","3","2","5","5","4","5","4","4","NA","5","5","1","1","5","5","6","5","2","2","2","1","5","1","1","NA","3","5","5","3","5","1","NA","3.3","3.333333","4.666667","2","5","3.333333","4.666667","4.2","NA"
"125255","No","1226","2020-03-26 12:05:13","DA","23","Female","Some College, short continuing education or equivalent","Some College or equivalent","Student","Denmark","yes","Odense","Single","0","NA","Isolated","2","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","4","3","3","4","4","3","4","3","4","3","3","3","4","8","9","5","7","3","9","8","7","2","5","2","6","6","7","5","4","3","6","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","5","4","5","3","5","6","6","3","4","6","4","1","5","4","4","99","2","5","5","99","4","99","6","5","3","4","5","5","4","2","5","3","5","2","2","2","4","NA","6","5","5","4","5","5","5","4","5","5","3","6","6","4","5","5","2","4","4","5","3","4","4","6","1","3","NA","4","1","2","2","1","3","NA","2.9","3.333333","2.666667","4.333333","5.666667","4.666667","5","4.9","NA"
"125256","No","2055","2020-03-26 12:18:48","DA","28","Male","Up to 9 years of school","Up to 12 years of school","Full time employed","Denmark","yes","kolding","Single","2","NA","Life carries on with minor changes","2","0","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","4","3","3","3","3","4","3","3","4","4","3","2","3","7","10","5","5","6","6","6","8","4","6","6","6","6","5","6","5","5","4","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","4","6","5","3","6","2","6","1","4","5","6","3","5","6","6","99","4","4","6","1","6","99","6","5","6","6","5","99","4","1","6","6","5","2","5","6","2","NA","6","5","5","4","6","5","5","5","4","6","5","5","4","5","3","5","1","1","6","3","6","5","5","5","1","4","NA","5","1","2","4","5","3","NA","3.4","2.666667","3.666667","5","4.666667","5","5","5.1","NA"
"125257","No","2860","2020-03-26 12:31:59","DA","25","Male","College degree, bachelor, master","Up to 12 years of school","Student","Denmark","yes","Kobenhavn","Uninformative response","1","NA","Life carries on with minor changes","1","0","� If Program A is adopted, 200 people will be saved.","NA","Yes","1","1","NA","4","4","1","4","4","2","1","1","1","1","7","9","8","8","7","7","7","7","4","5","2","6","5","7","5","4","4","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","5","2","4","5","5","6","4","4","3","4","2","2","5","1","1","99","1","99","2","99","2","99","6","2","5","5","2","1","2","2","1","2","2","2","1","2","5","Jeg forstar jeres lyst til at spredt undersogelse, men lad var med at drive plat pa en corona ift. at ville ""sprede undersogelsen mere end virussen"". Det er smagslost og latterligt","6","6","5","6","6","5","6","5","5","5","4","3","3","2","2","2","3","5","3","3","1","3","3","3","1","5","NA","5","3","2","2","2","2","NA","1.555556","1","2","2.666667","5","3.333333","4","5.5","NA"
"125258","No","537","2020-03-27 11:53:11","DA","34","Female","Up to 12 years of school","Some College or equivalent","Not employed","Denmark","yes","Billund","Married/cohabiting","1","NA","Life carries on with minor changes","1","1","� If Program A is adopted, 200 people will be saved.","NA","No","4","4","4","3","3","4","3","3","4","4","3","2","3","5","10","5","5","5","5","5","5","3","3","3","3","3","3","5","5","5","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","2","5","5","3","4","5","3","2","5","5","5","2","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.6","2.666667","5","4.666667","4","5","4.333333","NA","NA"
"125259","No","1042","2020-03-26 12:01:19","DA","41","Female","College degree, bachelor, master","Some College or equivalent","Not employed","Denmark","yes","Kobenhavn","Single","0","NA","Isolated","0","0","NA","� If Program C is adopted 400 people will die.","No","3","4","4","4","2","4","3","3","3","2","4","3","4","9","9","6","6","6","8","9","7","5","4","5","6","6","5","6","5","5","6","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","6","5","2","4","5","5","5","5","5","5","4","5","6","99","5","6","NA","5","NA","NA","NA","6","NA","5","5","4","NA","6","2","6","5","6","NA","2","6","4","NA","5","5","3","4","2","4","5","6","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","5","4","5","4","NA","3.2","3.666667","2.666667","5.333333","4.666667","4","4.333333","4.333333","NA"
"125260","No","547","2020-03-27 11:52:30","DA","25","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Aarhus","Single","0","NA","Life carries on with minor changes","6","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","4","3","4","4","3","5","2","2","4","4","5","3","5","8","7","10","10","10","10","10","10","4","6","4","5","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.7","4.333333","NA","NA","NA","NA","NA","NA","NA"
"125261","Yes","1822","2020-03-26 12:12:27","DA","43","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Kobenhavn","Married/cohabiting","1","Not sure","Isolated","1","1","NA","� If Program C is adopted 400 people will die.","No","3","2","4","4","2","3","4","4","4","3","5","3","4","9","7","7","9","7","9","9","7","6","6","4","5","6","7","6","6","5","5","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","5","4","4","3","6","5","6","4","5","5","3","3","4","99","6","99","5","99","5","99","5","5","6","2","6","6","6","99","99","2","6","4","3","3","1","4","6","Om jeg videregiver de forkerte rad","4","6","4","3","4","5","3","5","4","5","5","4","5","2","2","3","2","2","6","5","3","4","4","5","3","6","NA","6","1","6","1","5","2","Jeg bor sammen med en personlighedsforstyrret mand, der gar i behandling. Samtidig har der varet en masse udefrakommende problemer i vores liv de senere ar som stadigvak ikke er lost og hvor losningen er udsat indtil krisen er ovre. Jeg har overvejet at blive skilt i flere ar, men livet har varet for hektisk og slaet andssvagt mange kolbotter. Og nu foles det som om jeg er muret inde sammen med alle problemerne og der er blevet skruet for meget op for varmen, det er stressende.  Det er ogsa rigtig stressende ind i mellem at have den viden jeg har og opleve at det er de angstfyldte myter der overtager samtaler pa sociale medier og andre steder. Jeg er selv bange, men  prover at skjule det og plejer at vare god til at formulere nyttige budskaber sa andre forstar dem og kan bruge dem til noget konstruktivt, men det virker i hvad der foles som en tsunami af rygter og sare tolkninger af hvad det vil sige at vaske hander eller om hvorvidt born ma lege med born eller ej. Jeg frygter for mit barns udvikling, fordi jeg hele tiden er nodt til at holde ham fra andre og vi ikke kan gore sa meget af det han plejer. Det gor os alle sammen kede af det og pirrelige. De sidste dage har jeg shoppet legetoj og hobbyartikler som en gal, sa vi har nok til de naste maneder, men han savner andre born og jeg ved ikke lige nu hvad jeg skal sige til ham.","2.9","4","2.333333","4","5.666667","4.333333","3.666667","4.3","NA"
"125262","No","1389","2020-03-26 12:05:05","DA","39","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Holbak","Single","1","NA","1","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","3","4","4","3","3","4","4","3","3","3","5","3","4","5","8","6","8","6","6","6","7","6","6","6","6","6","4","5","5","5","6","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","4","4","5","2","4","6","6","2","5","6","4","2","4","6","6","99","6","99","6","2","99","99","5","4","6","6","6","99","5","2","6","5","4","5","3","6","4","Bekymret for min soster og mor der begge er i risikogruppen. Min soster er kronisk lungesyg, min mor er 76 og bor pa Gran Canaria. De er den eneste familie jeg har.","4","5","4","4","4","4","3","6","4","4","4","6","4","4","3","5","4","5","5","4","3","4","4","6","1","4","At se min soster dagligt og tale med mine venner pa discord hjalper lidt","5","NA","4","4","5","3","Det er frygteligt ikke at vide hvornar det slutter, og det pavirker mig I hoj grad at jeg vil vare magteslos hvis min soster eller mor bliver syge. De er min eneste familie og jeg er single, sa jeg har kun dem jeg virkeligt har tat pa mig. Og det ikke at kunne give mine venner et kram er absolut heller ikke sjovt! Jeg kan heller ikke komme ud og spille live rollespil hvilket for mig er en kampe social mavepuster da jeg ikke har sa meget andet socialt hvor jeg ser over halvdelen af mine venner.","3.2","4","2.333333","4.666667","5.333333","5.333333","4.333333","4.2","NA"
"125263","No","834","2020-03-26 11:55:28","DA","53","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Holstebro","Married/cohabiting","3","NA","Life carries on with minor changes","2","0","� If Program A is adopted, 200 people will be saved.","NA","No","2","2","1","5","3","2","5","4","1","2","1","1","1","9","10","8","10","9","9","9","9","1","5","4","5","6","8","6","5","5","2","5","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","4","3","5","4","6","6","6","4","5","5","5","3","5","2","5","3","2","99","1","99","2","99","5","3","5","5","6","4","4","1","2","2","5","2","2","3","1","NA","6","5","5","6","6","6","6","6","5","6","5","5","5","5","5","4","3","3","3","5","4","5","5","4","1","5","NA","4","4","6","4","5","5","NA","1.7","1","2.666667","3.666667","6","4.333333","4.666667","5.7","NA"
